Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
1032,524.99,1799.33,2400.54,545.89,1770.47,2384.02,531.15,1707.89,2368.69
1033,524.92,1799.68,2400.66,545.61,1770.87,2384.09,530.85,1708.32,2368.77
1034,524.85,1800.03,2400.78,545.33,1771.27,2384.15,530.55,1708.75,2368.86
1035,524.79,1800.38,2400.90,545.05,1771.67,2384.21,530.25,1709.17,2368.94
1036,524.72,1800.73,2401.02,544.78,1772.07,2384.28,529.95,1709.60,2369.03
1037,524.66,1801.08,2401.13,544.50,1772.47,2384.35,529.65,1710.03,2369.12
1038,524.59,1801.43,2401.25,544.23,1772.87,2384.41,529.36,1710.46,2369.20
1039,524.53,1801.77,2401.37,543.95,1773.27,2384.48,529.06,1710.88,2369.29
1040,524.46,1802.12,2401.49,543.68,1773.66,2384.55,528.77,1711.31,2369.38
1041,524.40,1802.46,2401.61,543.41,1774.06,2384.62,528.48,1711.74,2369.48
1042,524.34,1802.80,2401.73,543.14,1774.45,2384.69,528.19,1712.16,2369.57
1043,524.27,1803.14,2401.85,542.87,1774.84,2384.77,527.91,1712.59,2369.66
1044,524.21,1803.48,2401.98,542.60,1775.24,2384.84,527.62,1713.01,2369.76
1045,524.15,1803.82,2402.10,542.34,1775.63,2384.91,527.33,1713.44,2369.85
1046,524.08,1804.16,2402.22,542.07,1776.02,2384.99,527.05,1713.86,2369.95
1047,524.02,1804.50,2402.34,541.81,1776.41,2385.06,526.77,1714.28,2370.05
1048,523.96,1804.83,2402.46,541.55,1776.79,2385.14,526.49,1714.71,2370.15
1049,523.90,1805.16,2402.58,541.29,1777.18,2385.22,526.21,1715.13,2370.25
1050,523.84,1805.50,2402.70,541.03,1777.56,2385.30,525.93,1715.55,2370.35
1051,523.77,1805.83,2402.82,540.77,1777.95,2385.38,525.66,1715.98,2370.45
1052,523.71,1806.16,2402.94,540.51,1778.33,2385.46,525.38,1716.40,2370.55
1053,523.65,1806.49,2403.06,540.26,1778.71,2385.54,525.11,1716.82,2370.66
1054,523.59,1806.81,2403.18,540.00,1779.09,2385.62,524.84,1717.24,2370.76
1055,523.53,1807.14,2403.31,539.75,1779.47,2385.70,524.57,1717.66,2370.87
1056,523.47,1807.47,2403.43,539.50,1779.85,2385.79,524.30,1718.08,2370.97
1057,523.41,1807.79,2403.55,539.25,1780.23,2385.87,524.03,1718.49,2371.08
1058,523.35,1808.11,2403.67,539.00,1780.60,2385.96,523.77,1718.91,2371.19
1059,523.29,1808.43,2403.79,538.75,1780.98,2386.04,523.50,1719.33,2371.30
1060,523.23,1808.75,2403.91,538.50,1781.35,2386.13,523.24,1719.74,2371.41
1061,523.17,1809.07,2404.03,538.26,1781.72,2386.22,522.98,1720.16,2371.52
1062,523.11,1809.39,2404.15,538.01,1782.09,2386.31,522.72,1720.58,2371.63
1063,523.05,1809.70,2404.27,537.77,1782.46,2386.40,522.46,1720.99,2371.74
1064,522.99,1810.02,2404.39,537.53,1782.83,2386.49,522.21,1721.40,2371.85
1065,522.93,1810.33,2404.51,537.29,1783.20,2386.58,521.95,1721.81,2371.96
1066,522.87,1810.64,2404.63,537.05,1783.56,2386.68,521.70,1722.23,2372.08
1067,522.81,1810.95,2404.75,536.81,1783.92,2386.77,521.45,1722.64,2372.19
1068,522.75,1811.26,2404.87,536.58,1784.29,2386.87,521.20,1723.05,2372.30
1069,522.69,1811.57,2404.99,536.34,1784.65,2386.96,520.95,1723.46,2372.42
1070,522.63,1811.87,2405.11,536.11,1785.01,2387.06,520.70,1723.86,2372.53
1071,522.57,1812.18,2405.23,535.88,1785.37,2387.16,520.46,1724.27,2372.65
1072,522.51,1812.48,2405.35,535.65,1785.72,2387.25,520.21,1724.68,2372.77
1073,522.45,1812.78,2405.47,535.42,1786.08,2387.35,519.97,1725.08,2372.88
1074,522.39,1813.08,2405.59,535.19,1786.43,2387.45,519.73,1725.49,2373.00
1075,522.33,1813.38,2405.70,534.96,1786.78,2387.55,519.49,1725.89,2373.12
1076,522.27,1813.68,2405.82,534.74,1787.14,2387.66,519.26,1726.29,2373.24
1077,522.21,1813.97,2405.94,534.51,1787.49,2387.76,519.02,1726.69,2373.36
1078,522.15,1814.27,2406.06,534.29,1787.83,2387.86,518.79,1727.09,2373.48
1079,522.09,1814.56,2406.17,534.07,1788.18,2387.97,518.55,1727.49,2373.60
1080,522.03,1814.85,2406.29,533.85,1788.52,2388.07,518.32,1727.89,2373.72
1081,521.97,1815.14,2406.41,533.63,1788.87,2388.18,518.09,1728.29,2373.84
1082,521.91,1815.43,2406.52,533.42,1789.21,2388.28,517.86,1728.68,2373.96
1083,521.85,1815.71,2406.64,533.20,1789.55,2388.39,517.64,1729.08,2374.08
1084,521.79,1816.00,2406.75,532.99,1789.89,2388.50,517.41,1729.47,2374.20
1085,521.73,1816.28,2406.87,532.77,1790.23,2388.61,517.19,1729.86,2374.32
1086,521.67,1816.57,2406.98,532.56,1790.56,2388.72,516.97,1730.25,2374.44
1087,521.61,1816.85,2407.09,532.35,1790.90,2388.83,516.75,1730.64,2374.56
1088,521.55,1817.12,2407.21,532.14,1791.23,2388.94,516.53,1731.03,2374.69
1089,521.49,1817.40,2407.32,531.94,1791.56,2389.06,516.31,1731.42,2374.81
1090,521.43,1817.68,2407.43,531.73,1791.89,2389.17,516.10,1731.81,2374.93
1091,521.37,1817.95,2407.54,531.52,1792.22,2389.28,515.89,1732.19,2375.05
1092,521.31,1818.22,2407.65,531.32,1792.55,2389.40,515.67,1732.57,2375.18
1093,521.25,1818.50,2407.76,531.12,1792.87,2389.51,515.46,1732.96,2375.30
1094,521.18,1818.77,2407.87,530.92,1793.20,2389.63,515.26,1733.34,2375.42
1095,521.12,1819.03,2407.98,530.72,1793.52,2389.75,515.05,1733.72,2375.55
1096,521.06,1819.30,2408.09,530.52,1793.84,2389.86,514.84,1734.09,2375.67
1097,521.00,1819.56,2408.20,530.33,1794.16,2389.98,514.64,1734.47,2375.79
1098,520.94,1819.83,2408.31,530.13,1794.47,2390.10,514.44,1734.85,2375.92
1099,520.88,1820.09,2408.42,529.94,1794.79,2390.22,514.24,1735.22,2376.04
1100,520.81,1820.35,2408.52,529.75,1795.10,2390.34,514.04,1735.59,2376.16
1101,520.75,1820.61,2408.63,529.55,1795.42,2390.46,513.84,1735.96,2376.29
1102,520.69,1820.87,2408.73,529.37,1795.73,2390.59,513.64,1736.33,2376.41
1103,520.63,1821.12,2408.84,529.18,1796.04,2390.71,513.45,1736.70,2376.53
1104,520.56,1821.37,2408.94,528.99,1796.34,2390.83,513.26,1737.07,2376.65
1105,520.50,1821.63,2409.05,528.81,1796.65,2390.96,513.07,1737.43,2376.78
1106,520.44,1821.88,2409.15,528.62,1796.95,2391.08,512.88,1737.80,2376.90
1107,520.37,1822.13,2409.25,528.44,1797.26,2391.21,512.69,1738.16,2377.02
1108,520.31,1822.37,2409.35,528.26,1797.56,2391.33,512.50,1738.52,2377.15
1109,520.24,1822.62,2409.45,528.08,1797.86,2391.46,512.32,1738.88,2377.27
1110,520.18,1822.86,2409.55,527.90,1798.15,2391.59,512.13,1739.23,2377.39
1111,520.11,1823.11,2409.65,527.72,1798.45,2391.72,511.95,1739.59,2377.51
1112,520.05,1823.35,2409.75,527.55,1798.74,2391.85,511.77,1739.94,2377.63
1113,519.98,1823.59,2409.84,527.37,1799.03,2391.97,511.59,1740.30,2377.76
1114,519.92,1823.82,2409.94,527.20,1799.33,2392.10,511.42,1740.65,2377.88
1115,519.85,1824.06,2410.04,527.03,1799.61,2392.24,511.24,1741.00,2378.00
1116,519.79,1824.29,2410.13,526.86,1799.90,2392.37,511.07,1741.34,2378.12
1117,519.72,1824.53,2410.23,526.69,1800.19,2392.50,510.90,1741.69,2378.24
1118,519.65,1824.76,2410.32,526.52,1800.47,2392.63,510.73,1742.03,2378.36
1119,519.59,1824.99,2410.41,526.35,1800.75,2392.76,510.56,1742.38,2378.48
1120,519.52,1825.22,2410.50,526.19,1801.03,2392.90,510.39,1742.72,2378.60
1121,519.45,1825.44,2410.59,526.03,1801.31,2393.03,510.22,1743.05,2378.72
1122,519.38,1825.67,2410.68,525.86,1801.59,2393.16,510.06,1743.39,2378.84
1123,519.32,1825.89,2410.77,525.70,1801.87,2393.30,509.90,1743.73,2378.96
1124,519.25,1826.11,2410.86,525.54,1802.14,2393.43,509.73,1744.06,2379.07
1125,519.18,1826.33,2410.95,525.38,1802.41,2393.57,509.57,1744.39,2379.19
1126,519.11,1826.55,2411.03,525.23,1802.68,2393.71,509.42,1744.72,2379.31
1127,519.04,1826.77,2411.12,525.07,1802.95,2393.84,509.26,1745.05,2379.42
1128,518.97,1826.98,2411.20,524.92,1803.22,2393.98,509.10,1745.38,2379.54
1129,518.90,1827.20,2411.29,524.76,1803.48,2394.12,508.95,1745.70,2379.66
1130,518.83,1827.41,2411.37,524.61,1803.75,2394.26,508.80,1746.03,2379.77
1131,518.76,1827.62,2411.45,524.46,1804.01,2394.39,508.65,1746.35,2379.89
1132,518.69,1827.83,2411.53,524.31,1804.27,2394.53,508.50,1746.67,2380.00
1133,518.62,1828.03,2411.61,524.16,1804.53,2394.67,508.35,1746.98,2380.12
1134,518.55,1828.24,2411.69,524.02,1804.78,2394.81,508.20,1747.30,2380.23
1135,518.47,1828.44,2411.76,523.87,1805.04,2394.95,508.06,1747.61,2380.34
1136,518.40,1828.65,2411.84,523.73,1805.29,2395.09,507.92,1747.92,2380.46
1137,518.33,1828.85,2411.92,523.58,1805.54,2395.23,507.77,1748.23,2380.57
1138,518.26,1829.05,2411.99,523.44,1805.79,2395.37,507.63,1748.54,2380.68
1139,518.18,1829.25,2412.06,523.30,1806.04,2395.51,507.50,1748.85,2380.79
1140,518.11,1829.44,2412.13,523.16,1806.29,2395.65,507.36,1749.15,2380.90
1141,518.03,1829.64,2412.21,523.03,1806.53,2395.80,507.22,1749.45,2381.01
1142,517.96,1829.83,2412.28,522.89,1806.78,2395.94,507.09,1749.75,2381.12
1143,517.88,1830.02,2412.34,522.75,1807.02,2396.08,506.95,1750.05,2381.23
1144,517.81,1830.21,2412.41,522.62,1807.26,2396.22,506.82,1750.35,2381.34
1145,517.73,1830.40,2412.48,522.49,1807.50,2396.36,506.69,1750.64,2381.44
1146,517.66,1830.59,2412.54,522.35,1807.73,2396.51,506.56,1750.94,2381.55
1147,517.58,1830.77,2412.61,522.22,1807.97,2396.65,506.44,1751.23,2381.66
1148,517.50,1830.96,2412.67,522.09,1808.20,2396.79,506.31,1751.51,2381.76
1149,517.43,1831.14,2412.73,521.97,1808.43,2396.94,506.18,1751.80,2381.87
1150,517.35,1831.32,2412.79,521.84,1808.66,2397.08,506.06,1752.09,2381.97
1151,517.27,1831.50,2412.85,521.71,1808.89,2397.22,505.94,1752.37,2382.08
1152,517.19,1831.68,2412.91,521.59,1809.12,2397.37,505.82,1752.65,2382.18
1153,517.11,1831.86,2412.97,521.47,1809.34,2397.51,505.70,1752.93,2382.28
1154,517.03,1832.03,2413.03,521.34,1809.57,2397.65,505.58,1753.21,2382.38
1155,516.95,1832.21,2413.08,521.22,1809.79,2397.80,505.46,1753.48,2382.49
1156,516.87,1832.38,2413.14,521.10,1810.01,2397.94,505.35,1753.75,2382.59
1157,516.79,1832.55,2413.19,520.98,1810.23,2398.09,505.23,1754.02,2382.69
1158,516.71,1832.72,2413.24,520.87,1810.45,2398.23,505.12,1754.29,2382.79
1159,516.63,1832.89,2413.29,520.75,1810.66,2398.37,505.01,1754.56,2382.88
1160,516.55,1833.05,2413.34,520.63,1810.87,2398.52,504.90,1754.82,2382.98
1161,516.46,1833.22,2413.39,520.52,1811.09,2398.66,504.79,1755.09,2383.08
1162,516.38,1833.38,2413.43,520.41,1811.30,2398.80,504.68,1755.35,2383.18
1163,516.30,1833.54,2413.48,520.30,1811.51,2398.95,504.58,1755.61,2383.27
1164,516.21,1833.71,2413.52,520.18,1811.71,2399.09,504.47,1755.86,2383.37
1165,516.13,1833.87,2413.57,520.07,1811.92,2399.23,504.37,1756.12,2383.46
1166,516.05,1834.02,2413.61,519.97,1812.12,2399.38,504.27,1756.37,2383.56
1167,515.96,1834.18,2413.65,519.86,1812.33,2399.52,504.16,1756.62,2383.65
1168,515.87,1834.34,2413.69,519.75,1812.53,2399.66,504.06,1756.87,2383.74
1169,515.79,1834.49,2413.73,519.65,1812.73,2399.81,503.96,1757.12,2383.83
1170,515.70,1834.64,2413.76,519.54,1812.92,2399.95,503.87,1757.36,2383.93
1171,515.61,1834.80,2413.80,519.44,1813.12,2400.09,503.77,1757.60,2384.02
1172,515.53,1834.95,2413.83,519.34,1813.32,2400.23,503.67,1757.84,2384.11
1173,515.44,1835.09,2413.87,519.23,1813.51,2400.38,503.58,1758.08,2384.20
1174,515.35,1835.24,2413.90,519.13,1813.70,2400.52,503.49,1758.32,2384.28
1175,515.26,1835.39,2413.93,519.03,1813.89,2400.66,503.39,1758.55,2384.37
1176,515.17,1835.53,2413.96,518.94,1814.08,2400.80,503.30,1758.79,2384.46
1177,515.08,1835.68,2413.99,518.84,1814.27,2400.94,503.21,1759.02,2384.55
1178,514.99,1835.82,2414.01,518.74,1814.45,2401.08,503.12,1759.25,2384.63
1179,514.90,1835.96,2414.04,518.65,1814.64,2401.22,503.04,1759.47,2384.72
1180,514.81,1836.10,2414.07,518.55,1814.82,2401.36,502.95,1759.70,2384.80
1181,514.72,1836.24,2414.09,518.46,1815.00,2401.50,502.86,1759.92,2384.89
1182,514.62,1836.38,2414.11,518.37,1815.18,2401.64,502.78,1760.14,2384.97
1183,514.53,1836.51,2414.13,518.27,1815.36,2401.77,502.69,1760.36,2385.06
1184,514.44,1836.65,2414.15,518.18,1815.53,2401.91,502.61,1760.58,2385.14
1185,514.34,1836.78,2414.17,518.09,1815.71,2402.05,502.53,1760.79,2385.22
1186,514.25,1836.92,2414.19,518.00,1815.88,2402.19,502.45,1761.00,2385.30
1187,514.15,1837.05,2414.20,517.92,1816.06,2402.32,502.37,1761.21,2385.38
1188,514.06,1837.18,2414.22,517.83,1816.23,2402.46,502.29,1761.42,2385.46
1189,513.96,1837.31,2414.23,517.74,1816.40,2402.59,502.21,1761.63,2385.54
1190,513.86,1837.44,2414.24,517.66,1816.56,2402.73,502.14,1761.83,2385.62
1191,513.76,1837.56,2414.25,517.57,1816.73,2402.86,502.06,1762.04,2385.70
1192,513.67,1837.69,2414.26,517.49,1816.90,2403.00,501.98,1762.24,2385.78
1193,513.57,1837.81,2414.27,517.41,1817.06,2403.13,501.91,1762.44,2385.86
1194,513.47,1837.94,2414.28,517.32,1817.22,2403.26,501.84,1762.63,2385.93
1195,513.37,1838.06,2414.29,517.24,1817.38,2403.39,501.76,1762.83,2386.01
1196,513.27,1838.18,2414.29,517.16,1817.54,2403.52,501.69,1763.02,2386.09
1197,513.17,1838.30,2414.30,517.08,1817.70,2403.65,501.62,1763.21,2386.16
1198,513.06,1838.42,2414.30,517.00,1817.86,2403.78,501.55,1763.40,2386.24
1199,512.96,1838.54,2414.30,516.93,1818.02,2403.91,501.48,1763.59,2386.31
1200,512.86,1838.66,2414.30,516.85,1818.17,2404.04,501.42,1763.78,2386.38
1201,512.76,1838.78,2414.30,516.77,1818.32,2404.17,501.35,1763.96,2386.46
1202,512.65,1838.89,2414.30,516.70,1818.47,2404.29,501.28,1764.14,2386.53
1203,512.55,1839.01,2414.29,516.62,1818.62,2404.42,501.21,1764.32,2386.60
1204,512.44,1839.12,2414.29,516.55,1818.77,2404.54,501.15,1764.50,2386.68
1205,512.33,1839.23,2414.29,516.47,1818.92,2404.67,501.08,1764.68,2386.75
1206,512.23,1839.34,2414.28,516.40,1819.07,2404.79,501.02,1764.85,2386.82
1207,512.12,1839.46,2414.27,516.33,1819.21,2404.91,500.96,1765.02,2386.89
1208,512.01,1839.57,2414.26,516.26,1819.36,2405.03,500.90,1765.19,2386.96
1209,511.90,1839.67,2414.25,516.19,1819.50,2405.15,500.83,1765.36,2387.03
1210,511.79,1839.78,2414.24,516.12,1819.64,2405.27,500.77,1765.53,2387.10
1211,511.68,1839.89,2414.23,516.05,1819.78,2405.39,500.71,1765.69,2387.17
1212,511.57,1840.00,2414.22,515.98,1819.92,2405.51,500.65,1765.86,2387.24
1213,511.46,1840.10,2414.20,515.91,1820.06,2405.62,500.59,1766.02,2387.31
1214,511.35,1840.21,2414.19,515.84,1820.19,2405.74,500.53,1766.18,2387.38
1215,511.24,1840.31,2414.17,515.78,1820.33,2405.85,500.48,1766.34,2387.45
1216,511.12,1840.41,2414.16,515.71,1820.46,2405.97,500.42,1766.50,2387.52
1217,511.01,1840.51,2414.14,515.64,1820.60,2406.08,500.36,1766.65,2387.59
1218,510.89,1840.62,2414.12,515.58,1820.73,2406.19,500.31,1766.80,2387.66
1219,510.78,1840.72,2414.10,515.51,1820.86,2406.30,500.25,1766.95,2387.73
1220,510.66,1840.82,2414.08,515.45,1820.99,2406.41,500.19,1767.10,2387.79
1221,510.54,1840.92,2414.05,515.38,1821.11,2406.52,500.14,1767.25,2387.86
1222,510.43,1841.01,2414.03,515.32,1821.24,2406.62,500.09,1767.40,2387.93
1223,510.31,1841.11,2414.01,515.26,1821.37,2406.73,500.03,1767.54,2388.00
1224,510.19,1841.21,2413.98,515.20,1821.49,2406.83,499.98,1767.69,2388.06
1225,510.07,1841.30,2413.96,515.14,1821.61,2406.93,499.92,1767.83,2388.13
1226,509.95,1841.40,2413.93,515.07,1821.74,2407.04,499.87,1767.97,2388.20
1227,509.82,1841.49,2413.90,515.01,1821.86,2407.14,499.82,1768.11,2388.26
1228,509.70,1841.59,2413.88,514.95,1821.98,2407.24,499.77,1768.24,2388.33
1229,509.58,1841.68,2413.85,514.89,1822.10,2407.33,499.72,1768.38,2388.40
1230,509.45,1841.77,2413.82,514.83,1822.21,2407.43,499.67,1768.51,2388.47
1231,509.33,1841.87,2413.79,514.78,1822.33,2407.53,499.61,1768.65,2388.53
1232,509.20,1841.96,2413.75,514.72,1822.45,2407.62,499.56,1768.78,2388.60
1233,509.07,1842.05,2413.72,514.66,1822.56,2407.71,499.51,1768.91,2388.67
1234,508.95,1842.14,2413.69,514.60,1822.67,2407.80,499.46,1769.03,2388.73
1235,508.82,1842.23,2413.65,514.54,1822.79,2407.89,499.41,1769.16,2388.80
1236,508.69,1842.32,2413.62,514.49,1822.90,2407.98,499.37,1769.28,2388.87
1237,508.56,1842.40,2413.59,514.43,1823.01,2408.07,499.32,1769.41,2388.94
1238,508.42,1842.49,2413.55,514.37,1823.12,2408.15,499.27,1769.53,2389.00
1239,508.29,1842.58,2413.51,514.32,1823.22,2408.24,499.22,1769.65,2389.07
1240,508.16,1842.67,2413.48,514.26,1823.33,2408.32,499.17,1769.77,2389.14
1241,508.02,1842.75,2413.44,514.21,1823.44,2408.40,499.12,1769.89,2389.21
1242,507.89,1842.84,2413.40,514.15,1823.54,2408.48,499.07,1770.00,2389.27
1243,507.75,1842.92,2413.36,514.10,1823.65,2408.56,499.03,1770.12,2389.34
1244,507.62,1843.01,2413.32,514.04,1823.75,2408.64,498.98,1770.23,2389.41
1245,507.48,1843.09,2413.28,513.99,1823.85,2408.71,498.93,1770.34,2389.48
1246,507.34,1843.17,2413.24,513.94,1823.95,2408.79,498.88,1770.46,2389.55
1247,507.20,1843.26,2413.20,513.88,1824.05,2408.86,498.84,1770.57,2389.62
1248,507.06,1843.34,2413.16,513.83,1824.15,2408.93,498.79,1770.67,2389.69
1249,506.91,1843.42,2413.11,513.78,1824.25,2409.00,498.74,1770.78,2389.76
1250,506.77,1843.50,2413.07,513.72,1824.35,2409.07,498.70,1770.89,2389.83
1251,506.63,1843.59,2413.03,513.67,1824.44,2409.14,498.65,1770.99,2389.90
1252,506.48,1843.67,2412.98,513.62,1824.54,2409.20,498.60,1771.10,2389.97
1253,506.33,1843.75,2412.94,513.56,1824.63,2409.26,498.56,1771.20,2390.04
1254,506.18,1843.83,2412.90,513.51,1824.73,2409.33,498.51,1771.30,2390.11
1255,506.04,1843.91,2412.85,513.46,1824.82,2409.39,498.46,1771.40,2390.18
1256,505.89,1843.99,2412.81,513.41,1824.91,2409.44,498.41,1771.50,2390.26
1257,505.73,1844.06,2412.76,513.36,1825.00,2409.50,498.37,1771.60,2390.33
1258,505.58,1844.14,2412.72,513.30,1825.09,2409.56,498.32,1771.69,2390.40
1259,505.43,1844.22,2412.67,513.25,1825.18,2409.61,498.27,1771.79,2390.47
1260,505.27,1844.30,2412.62,513.20,1825.27,2409.66,498.23,1771.88,2390.55
1261,505.12,1844.38,2412.58,513.15,1825.35,2409.71,498.18,1771.98,2390.62
1262,504.96,1844.45,2412.53,513.10,1825.44,2409.76,498.13,1772.07,2390.70
1263,504.80,1844.53,2412.49,513.05,1825.52,2409.81,498.08,1772.16,2390.77
1264,504.64,1844.61,2412.44,513.00,1825.61,2409.85,498.04,1772.25,2390.85
1265,504.48,1844.68,2412.39,512.95,1825.69,2409.90,497.99,1772.34,2390.93
1266,504.32,1844.76,2412.35,512.89,1825.77,2409.94,497.94,1772.43,2391.00
1267,504.15,1844.83,2412.30,512.84,1825.85,2409.98,497.89,1772.52,2391.08
1268,503.99,1844.91,2412.25,512.79,1825.94,2410.02,497.85,1772.61,2391.16
1269,503.82,1844.98,2412.20,512.74,1826.01,2410.05,497.80,1772.69,2391.24
1270,503.65,1845.06,2412.16,512.69,1826.09,2410.09,497.75,1772.78,2391.32
1271,503.49,1845.13,2412.11,512.64,1826.17,2410.12,497.70,1772.86,2391.40
1272,503.32,1845.21,2412.06,512.59,1826.25,2410.15,497.65,1772.94,2391.48
1273,503.14,1845.28,2412.02,512.54,1826.33,2410.18,497.60,1773.03,2391.56
1274,502.97,1845.36,2411.97,512.49,1826.40,2410.21,497.55,1773.11,2391.64
1275,502.80,1845.43,2411.92,512.44,1826.48,2410.24,497.50,1773.19,2391.72
1276,502.62,1845.50,2411.88,512.38,1826.55,2410.26,497.45,1773.27,2391.80
1277,502.44,1845.57,2411.83,512.33,1826.62,2410.29,497.40,1773.35,2391.89
1278,502.26,1845.65,2411.78,512.28,1826.70,2410.31,497.35,1773.43,2391.97
1279,502.08,1845.72,2411.74,512.23,1826.77,2410.33,497.30,1773.51,2392.06
1280,501.90,1845.79,2411.69,512.18,1826.84,2410.35,497.25,1773.58,2392.14
1281,501.72,1845.86,2411.65,512.13,1826.91,2410.36,497.20,1773.66,2392.23
1282,501.53,1845.94,2411.60,512.08,1826.98,2410.38,497.15,1773.74,2392.31
1283,501.35,1846.01,2411.56,512.02,1827.05,2410.39,497.10,1773.81,2392.40
1284,501.16,1846.08,2411.51,511.97,1827.11,2410.40,497.05,1773.89,2392.49
1285,500.97,1846.15,2411.47,511.92,1827.18,2410.41,496.99,1773.96,2392.58
1286,500.78,1846.22,2411.43,511.87,1827.25,2410.42,496.94,1774.03,2392.67
1287,500.58,1846.29,2411.38,511.81,1827.31,2410.43,496.89,1774.11,2392.76
1288,500.39,1846.36,2411.34,511.76,1827.38,2410.43,496.83,1774.18,2392.85
1289,500.19,1846.43,2411.30,511.71,1827.44,2410.44,496.78,1774.25,2392.94
1290,499.99,1846.51,2411.26,511.66,1827.51,2410.44,496.73,1774.32,2393.03
1291,499.79,1846.58,2411.21,511.60,1827.57,2410.44,496.67,1774.39,2393.12
1292,499.59,1846.65,2411.17,511.55,1827.63,2410.44,496.62,1774.46,2393.22
1293,499.39,1846.72,2411.13,511.50,1827.69,2410.43,496.56,1774.53,2393.31
1294,499.19,1846.79,2411.09,511.44,1827.75,2410.43,496.51,1774.60,2393.40
1295,498.98,1846.86,2411.05,511.39,1827.81,2410.42,496.45,1774.67,2393.50
1296,498.77,1846.92,2411.02,511.34,1827.87,2410.41,496.39,1774.74,2393.59
1297,498.56,1846.99,2410.98,511.28,1827.93,2410.40,496.34,1774.80,2393.69
1298,498.35,1847.06,2410.94,511.23,1827.99,2410.39,496.28,1774.87,2393.79
1299,498.13,1847.13,2410.90,511.17,1828.04,2410.38,496.22,1774.94,2393.89
1300,497.92,1847.20,2410.87,511.12,1828.10,2410.37,496.16,1775.01,2393.98
1301,497.70,1847.27,2410.83,511.06,1828.16,2410.35,496.11,1775.07,2394.08
1302,497.48,1847.34,2410.80,511.01,1828.21,2410.33,496.05,1775.14,2394.18
1303,497.26,1847.41,2410.77,510.95,1828.27,2410.31,495.99,1775.20,2394.28
1304,497.04,1847.48,2410.73,510.89,1828.32,2410.29,495.93,1775.27,2394.38
1305,496.81,1847.54,2410.70,510.84,1828.37,2410.27,495.87,1775.33,2394.48
1306,496.59,1847.61,2410.67,510.78,1828.43,2410.25,495.81,1775.40,2394.58
1307,496.36,1847.68,2410.64,510.72,1828.48,2410.22,495.75,1775.46,2394.68
1308,496.13,1847.75,2410.61,510.67,1828.53,2410.20,495.68,1775.53,2394.79
1309,495.89,1847.82,2410.58,510.61,1828.58,2410.17,495.62,1775.59,2394.89
1310,495.66,1847.88,2410.55,510.55,1828.63,2410.14,495.56,1775.65,2394.99
1311,495.42,1847.95,2410.53,510.49,1828.68,2410.11,495.50,1775.72,2395.10
1312,495.18,1848.02,2410.50,510.44,1828.73,2410.08,495.43,1775.78,2395.20
1313,494.94,1848.09,2410.47,510.38,1828.78,2410.05,495.37,1775.84,2395.30
1314,494.70,1848.15,2410.45,510.32,1828.83,2410.01,495.31,1775.90,2395.41
1315,494.45,1848.22,2410.43,510.26,1828.88,2409.98,495.24,1775.97,2395.51
1316,494.21,1848.29,2410.41,510.20,1828.92,2409.94,495.18,1776.03,2395.62
1317,493.96,1848.36,2410.38,510.14,1828.97,2409.90,495.11,1776.09,2395.72
1318,493.71,1848.42,2410.36,510.08,1829.02,2409.87,495.05,1776.15,2395.83
1319,493.45,1848.49,2410.34,510.02,1829.06,2409.83,494.98,1776.22,2395.93
1320,493.20,1848.56,2410.33,509.96,1829.11,2409.78,494.92,1776.28,2396.04
1321,492.94,1848.62,2410.31,509.90,1829.15,2409.74,494.85,1776.34,2396.15
1322,492.68,1848.69,2410.29,509.84,1829.20,2409.70,494.78,1776.40,2396.25
1323,492.42,1848.75,2410.28,509.78,1829.24,2409.66,494.71,1776.46,2396.36
1324,492.15,1848.82,2410.26,509.71,1829.29,2409.61,494.65,1776.52,2396.46
1325,491.89,1848.89,2410.25,509.65,1829.33,2409.56,494.58,1776.58,2396.57
1326,491.62,1848.95,2410.24,509.59,1829.37,2409.52,494.51,1776.64,2396.68
1327,491.35,1849.02,2410.23,509.53,1829.41,2409.47,494.44,1776.70,2396.78
1328,491.08,1849.08,2410.22,509.46,1829.46,2409.42,494.37,1776.76,2396.89
1329,490.80,1849.15,2410.21,509.40,1829.50,2409.37,494.30,1776.83,2396.99
1330,490.52,1849.21,2410.20,509.34,1829.54,2409.32,494.23,1776.89,2397.10
1331,490.24,1849.28,2410.19,509.27,1829.58,2409.27,494.16,1776.95,2397.21
1332,489.96,1849.34,2410.18,509.21,1829.63,2409.22,494.09,1777.01,2397.31
1333,489.68,1849.41,2410.18,509.15,1829.67,2409.17,494.02,1777.07,2397.42
1334,489.39,1849.47,2410.18,509.08,1829.71,2409.11,493.95,1777.13,2397.52
1335,489.10,1849.54,2410.17,509.02,1829.75,2409.06,493.88,1777.19,2397.62
1336,488.81,1849.60,2410.17,508.95,1829.79,2409.00,493.81,1777.25,2397.73
1337,488.52,1849.67,2410.17,508.88,1829.83,2408.95,493.74,1777.31,2397.83
1338,488.22,1849.73,2410.17,508.82,1829.87,2408.89,493.66,1777.37,2397.93
1339,487.93,1849.80,2410.17,508.75,1829.91,2408.84,493.59,1777.43,2398.03
1340,487.63,1849.86,2410.17,508.69,1829.95,2408.78,493.52,1777.49,2398.13
1341,487.33,1849.92,2410.17,508.62,1829.99,2408.73,493.45,1777.55,2398.23
