Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
713,773.83,1583.24,2362.52,803.87,1512.13,2345.10,710.45,1451.80,2277.37
714,773.51,1583.40,2362.53,803.68,1512.21,2345.10,710.24,1451.81,2277.36
715,773.18,1583.56,2362.54,803.49,1512.30,2345.11,710.04,1451.82,2277.35
716,772.86,1583.72,2362.56,803.29,1512.39,2345.12,709.84,1451.84,2277.34
717,772.53,1583.88,2362.57,803.10,1512.48,2345.13,709.63,1451.85,2277.33
718,772.20,1584.04,2362.58,802.90,1512.57,2345.14,709.43,1451.86,2277.32
719,771.87,1584.20,2362.60,802.70,1512.66,2345.15,709.23,1451.87,2277.31
720,771.54,1584.37,2362.61,802.50,1512.75,2345.16,709.03,1451.88,2277.30
721,771.21,1584.53,2362.63,802.31,1512.84,2345.17,708.83,1451.89,2277.29
722,770.89,1584.69,2362.65,802.11,1512.93,2345.18,708.63,1451.90,2277.28
723,770.56,1584.85,2362.66,801.91,1513.02,2345.19,708.43,1451.91,2277.27
724,770.23,1585.01,2362.68,801.70,1513.11,2345.20,708.23,1451.92,2277.26
725,769.89,1585.17,2362.70,801.50,1513.20,2345.21,708.03,1451.94,2277.25
726,769.56,1585.34,2362.71,801.30,1513.29,2345.22,707.83,1451.95,2277.24
727,769.23,1585.50,2362.73,801.10,1513.38,2345.22,707.63,1451.96,2277.23
728,768.90,1585.66,2362.75,800.89,1513.48,2345.23,707.43,1451.97,2277.22
729,768.57,1585.82,2362.77,800.69,1513.57,2345.24,707.24,1451.98,2277.21
730,768.24,1585.99,2362.79,800.48,1513.66,2345.25,707.04,1451.99,2277.20
731,767.90,1586.15,2362.81,800.27,1513.75,2345.26,706.84,1452.01,2277.19
732,767.57,1586.31,2362.83,800.06,1513.85,2345.27,706.65,1452.02,2277.18
733,767.24,1586.47,2362.85,799.86,1513.94,2345.27,706.45,1452.03,2277.17
734,766.90,1586.64,2362.87,799.65,1514.03,2345.28,706.25,1452.04,2277.17
735,766.57,1586.80,2362.89,799.44,1514.13,2345.29,706.06,1452.06,2277.16
736,766.23,1586.96,2362.91,799.22,1514.22,2345.30,705.86,1452.07,2277.15
737,765.90,1587.13,2362.93,799.01,1514.31,2345.31,705.67,1452.08,2277.14
738,765.56,1587.29,2362.95,798.80,1514.41,2345.31,705.47,1452.10,2277.14
739,765.23,1587.45,2362.98,798.59,1514.50,2345.32,705.28,1452.11,2277.13
740,764.89,1587.62,2363.00,798.37,1514.60,2345.33,705.09,1452.12,2277.12
741,764.56,1587.78,2363.02,798.16,1514.69,2345.34,704.89,1452.14,2277.11
742,764.22,1587.95,2363.04,797.94,1514.79,2345.34,704.70,1452.15,2277.11
743,763.88,1588.11,2363.07,797.72,1514.88,2345.35,704.51,1452.16,2277.10
744,763.55,1588.27,2363.09,797.50,1514.98,2345.36,704.32,1452.18,2277.10
745,763.21,1588.44,2363.12,797.29,1515.08,2345.37,704.13,1452.19,2277.09
746,762.87,1588.60,2363.14,797.07,1515.17,2345.37,703.94,1452.21,2277.08
747,762.54,1588.77,2363.17,796.85,1515.27,2345.38,703.75,1452.22,2277.08
748,762.20,1588.93,2363.19,796.62,1515.37,2345.39,703.56,1452.24,2277.07
749,761.86,1589.10,2363.22,796.40,1515.46,2345.39,703.37,1452.25,2277.07
750,761.52,1589.26,2363.24,796.18,1515.56,2345.40,703.18,1452.27,2277.06
751,761.19,1589.43,2363.27,795.96,1515.66,2345.41,702.99,1452.28,2277.06
752,760.85,1589.59,2363.29,795.73,1515.76,2345.41,702.80,1452.30,2277.05
753,760.51,1589.76,2363.32,795.51,1515.86,2345.42,702.61,1452.31,2277.05
754,760.17,1589.92,2363.35,795.28,1515.96,2345.43,702.42,1452.33,2277.05
755,759.83,1590.09,2363.37,795.05,1516.06,2345.43,702.24,1452.34,2277.04
756,759.50,1590.25,2363.40,794.83,1516.16,2345.44,702.05,1452.36,2277.04
757,759.16,1590.42,2363.43,794.60,1516.26,2345.45,701.86,1452.38,2277.04
758,758.82,1590.59,2363.46,794.37,1516.36,2345.45,701.68,1452.39,2277.03
759,758.48,1590.75,2363.49,794.14,1516.46,2345.46,701.49,1452.41,2277.03
760,758.14,1590.92,2363.51,793.91,1516.56,2345.46,701.31,1452.43,2277.03
761,757.80,1591.08,2363.54,793.68,1516.66,2345.47,701.12,1452.44,2277.03
762,757.47,1591.25,2363.57,793.44,1516.76,2345.48,700.94,1452.46,2277.02
763,757.13,1591.42,2363.60,793.21,1516.86,2345.48,700.76,1452.48,2277.02
764,756.79,1591.58,2363.63,792.98,1516.97,2345.49,700.57,1452.50,2277.02
765,756.45,1591.75,2363.66,792.74,1517.07,2345.49,700.39,1452.52,2277.02
766,756.11,1591.92,2363.69,792.51,1517.17,2345.50,700.21,1452.53,2277.02
767,755.77,1592.08,2363.72,792.27,1517.27,2345.50,700.03,1452.55,2277.02
768,755.43,1592.25,2363.75,792.04,1517.38,2345.51,699.84,1452.57,2277.02
769,755.10,1592.42,2363.78,791.80,1517.48,2345.51,699.66,1452.59,2277.02
770,754.76,1592.59,2363.81,791.56,1517.59,2345.52,699.48,1452.61,2277.02
771,754.42,1592.75,2363.84,791.32,1517.69,2345.52,699.30,1452.63,2277.02
772,754.08,1592.92,2363.87,791.08,1517.80,2345.53,699.12,1452.65,2277.02
773,753.74,1593.09,2363.91,790.84,1517.90,2345.53,698.95,1452.67,2277.02
774,753.41,1593.26,2363.94,790.60,1518.01,2345.54,698.77,1452.69,2277.02
775,753.07,1593.43,2363.97,790.36,1518.11,2345.54,698.59,1452.71,2277.02
776,752.73,1593.59,2364.00,790.11,1518.22,2345.55,698.41,1452.73,2277.03
777,752.39,1593.76,2364.03,789.87,1518.33,2345.55,698.23,1452.75,2277.03
778,752.06,1593.93,2364.07,789.63,1518.43,2345.56,698.06,1452.77,2277.03
779,751.72,1594.10,2364.10,789.38,1518.54,2345.56,697.88,1452.79,2277.03
780,751.38,1594.27,2364.13,789.14,1518.65,2345.56,697.71,1452.81,2277.04
781,751.05,1594.44,2364.16,788.89,1518.76,2345.57,697.53,1452.83,2277.04
782,750.71,1594.61,2364.20,788.64,1518.86,2345.57,697.36,1452.86,2277.04
783,750.38,1594.78,2364.23,788.40,1518.97,2345.58,697.18,1452.88,2277.05
784,750.04,1594.94,2364.26,788.15,1519.08,2345.58,697.01,1452.90,2277.05
785,749.70,1595.11,2364.30,787.90,1519.19,2345.59,696.83,1452.92,2277.06
786,749.37,1595.28,2364.33,787.65,1519.30,2345.59,696.66,1452.95,2277.06
787,749.04,1595.45,2364.36,787.40,1519.41,2345.59,696.49,1452.97,2277.07
788,748.70,1595.62,2364.40,787.15,1519.52,2345.60,696.32,1452.99,2277.07
789,748.37,1595.79,2364.43,786.90,1519.63,2345.60,696.15,1453.02,2277.08
790,748.03,1595.96,2364.46,786.64,1519.75,2345.60,695.97,1453.04,2277.08
791,747.70,1596.13,2364.50,786.39,1519.86,2345.61,695.80,1453.07,2277.09
792,747.37,1596.30,2364.53,786.14,1519.97,2345.61,695.63,1453.09,2277.10
793,747.03,1596.47,2364.56,785.88,1520.08,2345.62,695.46,1453.12,2277.10
794,746.70,1596.65,2364.60,785.63,1520.20,2345.62,695.30,1453.14,2277.11
795,746.37,1596.82,2364.63,785.37,1520.31,2345.62,695.13,1453.17,2277.12
796,746.04,1596.99,2364.67,785.11,1520.42,2345.63,694.96,1453.19,2277.13
797,745.71,1597.16,2364.70,784.86,1520.54,2345.63,694.79,1453.22,2277.14
798,745.38,1597.33,2364.73,784.60,1520.65,2345.63,694.62,1453.25,2277.15
799,745.04,1597.50,2364.77,784.34,1520.77,2345.64,694.46,1453.27,2277.15
800,744.72,1597.67,2364.80,784.08,1520.88,2345.64,694.29,1453.30,2277.16
801,744.39,1597.84,2364.84,783.82,1521.00,2345.64,694.13,1453.33,2277.17
802,744.06,1598.02,2364.87,783.56,1521.11,2345.65,693.96,1453.36,2277.18
803,743.73,1598.19,2364.91,783.30,1521.23,2345.65,693.80,1453.38,2277.19
804,743.40,1598.36,2364.94,783.04,1521.35,2345.65,693.63,1453.41,2277.21
805,743.07,1598.53,2364.98,782.78,1521.46,2345.65,693.47,1453.44,2277.22
806,742.75,1598.70,2365.01,782.52,1521.58,2345.66,693.30,1453.47,2277.23
807,742.42,1598.88,2365.04,782.25,1521.70,2345.66,693.14,1453.50,2277.24
808,742.09,1599.05,2365.08,781.99,1521.82,2345.66,692.98,1453.53,2277.25
809,741.77,1599.22,2365.11,781.72,1521.94,2345.67,692.82,1453.56,2277.26
810,741.44,1599.39,2365.15,781.46,1522.06,2345.67,692.66,1453.59,2277.28
811,741.12,1599.57,2365.18,781.19,1522.18,2345.67,692.50,1453.62,2277.29
812,740.80,1599.74,2365.22,780.93,1522.30,2345.67,692.34,1453.65,2277.30
813,740.47,1599.91,2365.25,780.66,1522.42,2345.68,692.18,1453.69,2277.32
814,740.15,1600.09,2365.28,780.39,1522.54,2345.68,692.02,1453.72,2277.33
815,739.83,1600.26,2365.32,780.13,1522.66,2345.68,691.86,1453.75,2277.35
816,739.51,1600.43,2365.35,779.86,1522.78,2345.69,691.70,1453.78,2277.36
817,739.19,1600.61,2365.39,779.59,1522.91,2345.69,691.54,1453.82,2277.38
818,738.87,1600.78,2365.42,779.32,1523.03,2345.69,691.39,1453.85,2277.39
819,738.55,1600.96,2365.46,779.05,1523.15,2345.69,691.23,1453.88,2277.41
820,738.23,1601.13,2365.49,778.78,1523.28,2345.70,691.07,1453.92,2277.43
821,737.91,1601.30,2365.52,778.51,1523.40,2345.70,690.92,1453.95,2277.44
822,737.60,1601.48,2365.56,778.24,1523.52,2345.70,690.76,1453.99,2277.46
823,737.28,1601.65,2365.59,777.96,1523.65,2345.70,690.61,1454.02,2277.48
824,736.96,1601.83,2365.62,777.69,1523.77,2345.71,690.45,1454.06,2277.50
825,736.65,1602.00,2365.66,777.42,1523.90,2345.71,690.30,1454.10,2277.51
826,736.34,1602.18,2365.69,777.15,1524.03,2345.71,690.14,1454.13,2277.53
827,736.02,1602.35,2365.73,776.87,1524.15,2345.71,689.99,1454.17,2277.55
828,735.71,1602.53,2365.76,776.60,1524.28,2345.72,689.84,1454.21,2277.57
829,735.40,1602.70,2365.79,776.32,1524.41,2345.72,689.69,1454.24,2277.59
830,735.09,1602.88,2365.83,776.05,1524.54,2345.72,689.54,1454.28,2277.61
831,734.78,1603.05,2365.86,775.77,1524.67,2345.72,689.39,1454.32,2277.63
832,734.47,1603.23,2365.89,775.49,1524.79,2345.73,689.23,1454.36,2277.65
833,734.16,1603.41,2365.92,775.22,1524.92,2345.73,689.08,1454.40,2277.67
834,733.85,1603.58,2365.96,774.94,1525.05,2345.73,688.94,1454.44,2277.70
835,733.54,1603.76,2365.99,774.66,1525.18,2345.73,688.79,1454.48,2277.72
836,733.24,1603.93,2366.02,774.38,1525.32,2345.74,688.64,1454.52,2277.74
837,732.93,1604.11,2366.06,774.10,1525.45,2345.74,688.49,1454.56,2277.76
838,732.63,1604.29,2366.09,773.83,1525.58,2345.74,688.34,1454.61,2277.79
839,732.33,1604.46,2366.12,773.55,1525.71,2345.74,688.20,1454.65,2277.81
840,732.02,1604.64,2366.15,773.27,1525.84,2345.75,688.05,1454.69,2277.83
841,731.72,1604.82,2366.19,772.99,1525.98,2345.75,687.90,1454.73,2277.86
842,731.42,1604.99,2366.22,772.70,1526.11,2345.75,687.76,1454.78,2277.88
843,731.12,1605.17,2366.25,772.42,1526.24,2345.75,687.61,1454.82,2277.91
844,730.82,1605.35,2366.28,772.14,1526.38,2345.76,687.47,1454.87,2277.93
845,730.52,1605.52,2366.31,771.86,1526.51,2345.76,687.32,1454.91,2277.96
846,730.23,1605.70,2366.34,771.58,1526.65,2345.76,687.18,1454.96,2277.99
847,729.93,1605.88,2366.38,771.29,1526.79,2345.77,687.04,1455.00,2278.01
848,729.64,1606.06,2366.41,771.01,1526.92,2345.77,686.90,1455.05,2278.04
849,729.34,1606.24,2366.44,770.73,1527.06,2345.77,686.75,1455.10,2278.07
850,729.05,1606.41,2366.47,770.44,1527.20,2345.77,686.61,1455.15,2278.09
851,728.76,1606.59,2366.50,770.16,1527.33,2345.78,686.47,1455.19,2278.12
852,728.47,1606.77,2366.53,769.87,1527.47,2345.78,686.33,1455.24,2278.15
853,728.18,1606.95,2366.56,769.59,1527.61,2345.78,686.19,1455.29,2278.18
854,727.89,1607.13,2366.59,769.30,1527.75,2345.79,686.05,1455.34,2278.21
855,727.60,1607.30,2366.62,769.02,1527.89,2345.79,685.91,1455.39,2278.24
856,727.31,1607.48,2366.66,768.73,1528.03,2345.79,685.77,1455.44,2278.27
857,727.03,1607.66,2366.69,768.45,1528.17,2345.80,685.63,1455.49,2278.30
858,726.74,1607.84,2366.72,768.16,1528.31,2345.80,685.50,1455.55,2278.33
859,726.46,1608.02,2366.75,767.87,1528.45,2345.80,685.36,1455.60,2278.36
860,726.17,1608.20,2366.78,767.59,1528.60,2345.81,685.22,1455.65,2278.39
861,725.89,1608.38,2366.81,767.30,1528.74,2345.81,685.09,1455.70,2278.42
862,725.61,1608.56,2366.84,767.01,1528.88,2345.81,684.95,1455.76,2278.46
863,725.33,1608.74,2366.87,766.72,1529.03,2345.82,684.82,1455.81,2278.49
864,725.05,1608.92,2366.90,766.43,1529.17,2345.82,684.68,1455.87,2278.52
865,724.77,1609.10,2366.93,766.15,1529.32,2345.83,684.55,1455.92,2278.56
866,724.50,1609.28,2366.96,765.86,1529.46,2345.83,684.41,1455.98,2278.59
867,724.22,1609.46,2366.99,765.57,1529.61,2345.83,684.28,1456.04,2278.62
868,723.95,1609.64,2367.01,765.28,1529.75,2345.84,684.15,1456.09,2278.66
869,723.68,1609.82,2367.04,764.99,1529.90,2345.84,684.01,1456.15,2278.69
870,723.40,1610.00,2367.07,764.70,1530.05,2345.85,683.88,1456.21,2278.73
871,723.13,1610.18,2367.10,764.41,1530.20,2345.85,683.75,1456.27,2278.77
872,722.86,1610.36,2367.13,764.12,1530.34,2345.85,683.62,1456.33,2278.80
873,722.59,1610.54,2367.16,763.83,1530.49,2345.86,683.49,1456.39,2278.84
874,722.33,1610.72,2367.19,763.54,1530.64,2345.86,683.36,1456.45,2278.88
875,722.06,1610.90,2367.22,763.25,1530.79,2345.87,683.23,1456.51,2278.91
876,721.80,1611.08,2367.25,762.95,1530.94,2345.87,683.10,1456.57,2278.95
877,721.53,1611.26,2367.28,762.66,1531.09,2345.88,682.97,1456.64,2278.99
878,721.27,1611.44,2367.31,762.37,1531.24,2345.88,682.84,1456.70,2279.03
879,721.01,1611.62,2367.34,762.08,1531.40,2345.89,682.72,1456.77,2279.07
880,720.75,1611.80,2367.36,761.79,1531.55,2345.89,682.59,1456.83,2279.11
881,720.49,1611.98,2367.39,761.50,1531.70,2345.90,682.46,1456.90,2279.15
882,720.23,1612.17,2367.42,761.20,1531.86,2345.90,682.34,1456.96,2279.19
883,719.97,1612.35,2367.45,760.91,1532.01,2345.91,682.21,1457.03,2279.23
884,719.72,1612.53,2367.48,760.62,1532.16,2345.92,682.08,1457.09,2279.27
885,719.46,1612.71,2367.51,760.33,1532.32,2345.92,681.96,1457.16,2279.31
886,719.21,1612.89,2367.54,760.03,1532.47,2345.93,681.83,1457.23,2279.35
887,718.96,1613.07,2367.57,759.74,1532.63,2345.93,681.71,1457.30,2279.39
888,718.71,1613.26,2367.59,759.45,1532.79,2345.94,681.59,1457.37,2279.44
889,718.46,1613.44,2367.62,759.16,1532.94,2345.95,681.46,1457.44,2279.48
890,718.21,1613.62,2367.65,758.86,1533.10,2345.95,681.34,1457.51,2279.52
891,717.96,1613.80,2367.68,758.57,1533.26,2345.96,681.22,1457.58,2279.57
892,717.71,1613.98,2367.71,758.28,1533.42,2345.97,681.10,1457.66,2279.61
893,717.47,1614.17,2367.74,757.98,1533.58,2345.97,680.98,1457.73,2279.65
894,717.23,1614.35,2367.77,757.69,1533.74,2345.98,680.86,1457.80,2279.70
895,716.98,1614.53,2367.80,757.39,1533.90,2345.99,680.74,1457.88,2279.74
896,716.74,1614.71,2367.83,757.10,1534.06,2346.00,680.62,1457.95,2279.79
897,716.50,1614.90,2367.86,756.81,1534.22,2346.00,680.50,1458.03,2279.84
898,716.26,1615.08,2367.89,756.51,1534.38,2346.01,680.38,1458.11,2279.88
899,716.03,1615.26,2367.92,756.22,1534.55,2346.02,680.26,1458.19,2279.93
900,715.79,1615.45,2367.95,755.93,1534.71,2346.03,680.14,1458.26,2279.98
901,715.55,1615.63,2367.98,755.63,1534.87,2346.04,680.02,1458.34,2280.02
902,715.32,1615.81,2368.01,755.34,1535.04,2346.04,679.91,1458.42,2280.07
903,715.09,1615.99,2368.04,755.04,1535.20,2346.05,679.79,1458.50,2280.12
904,714.86,1616.18,2368.07,754.75,1535.37,2346.06,679.67,1458.58,2280.17
905,714.63,1616.36,2368.10,754.46,1535.53,2346.07,679.56,1458.67,2280.22
906,714.40,1616.54,2368.13,754.16,1535.70,2346.08,679.44,1458.75,2280.27
907,714.17,1616.73,2368.16,753.87,1535.86,2346.09,679.33,1458.83,2280.32
908,713.94,1616.91,2368.19,753.58,1536.03,2346.10,679.21,1458.92,2280.37
909,713.72,1617.09,2368.22,753.28,1536.20,2346.11,679.10,1459.00,2280.42
910,713.50,1617.28,2368.25,752.99,1536.37,2346.12,678.99,1459.09,2280.47
911,713.27,1617.46,2368.28,752.69,1536.54,2346.13,678.87,1459.17,2280.52
912,713.05,1617.64,2368.32,752.40,1536.71,2346.14,678.76,1459.26,2280.57
913,712.83,1617.83,2368.35,752.11,1536.88,2346.15,678.65,1459.35,2280.62
914,712.61,1618.01,2368.38,751.81,1537.05,2346.16,678.54,1459.44,2280.68
915,712.40,1618.20,2368.41,751.52,1537.22,2346.17,678.42,1459.53,2280.73
916,712.18,1618.38,2368.44,751.23,1537.39,2346.18,678.31,1459.62,2280.78
917,711.97,1618.56,2368.48,750.93,1537.56,2346.19,678.20,1459.71,2280.84
918,711.75,1618.75,2368.51,750.64,1537.73,2346.20,678.09,1459.80,2280.89
919,711.54,1618.93,2368.54,750.35,1537.91,2346.21,677.98,1459.89,2280.95
920,711.33,1619.12,2368.58,750.05,1538.08,2346.22,677.87,1459.99,2281.00
921,711.12,1619.30,2368.61,749.76,1538.25,2346.24,677.77,1460.08,2281.06
922,710.91,1619.48,2368.65,749.47,1538.43,2346.25,677.66,1460.18,2281.11
923,710.70,1619.67,2368.68,749.17,1538.61,2346.26,677.55,1460.27,2281.17
924,710.50,1619.85,2368.72,748.88,1538.78,2346.27,677.44,1460.37,2281.22
925,710.29,1620.04,2368.75,748.59,1538.96,2346.29,677.34,1460.47,2281.28
926,710.09,1620.22,2368.79,748.30,1539.13,2346.30,677.23,1460.57,2281.34
927,709.89,1620.40,2368.83,748.00,1539.31,2346.31,677.12,1460.67,2281.40
928,709.69,1620.59,2368.86,747.71,1539.49,2346.33,677.02,1460.77,2281.45
929,709.49,1620.77,2368.90,747.42,1539.67,2346.34,676.91,1460.87,2281.51
930,709.29,1620.96,2368.94,747.13,1539.85,2346.35,676.81,1460.97,2281.57
931,709.09,1621.14,2368.98,746.84,1540.03,2346.37,676.70,1461.07,2281.63
932,708.89,1621.33,2369.01,746.55,1540.21,2346.38,676.60,1461.18,2281.69
933,708.70,1621.51,2369.05,746.26,1540.39,2346.40,676.49,1461.28,2281.75
934,708.51,1621.69,2369.09,745.96,1540.57,2346.41,676.39,1461.39,2281.81
935,708.31,1621.88,2369.13,745.67,1540.75,2346.43,676.29,1461.49,2281.87
936,708.12,1622.06,2369.17,745.38,1540.94,2346.44,676.19,1461.60,2281.93
937,707.93,1622.25,2369.21,745.09,1541.12,2346.46,676.08,1461.71,2281.99
938,707.74,1622.43,2369.25,744.80,1541.30,2346.47,675.98,1461.82,2282.05
939,707.56,1622.62,2369.30,744.51,1541.49,2346.49,675.88,1461.93,2282.12
940,707.37,1622.80,2369.34,744.22,1541.67,2346.50,675.78,1462.04,2282.18
941,707.19,1622.99,2369.38,743.93,1541.86,2346.52,675.68,1462.15,2282.24
942,707.00,1623.17,2369.43,743.64,1542.04,2346.54,675.58,1462.26,2282.31
943,706.82,1623.35,2369.47,743.36,1542.23,2346.55,675.48,1462.38,2282.37
944,706.64,1623.54,2369.51,743.07,1542.42,2346.57,675.38,1462.49,2282.43
945,706.46,1623.72,2369.56,742.78,1542.60,2346.59,675.28,1462.61,2282.50
946,706.28,1623.91,2369.61,742.49,1542.79,2346.61,675.19,1462.72,2282.56
947,706.10,1624.09,2369.65,742.20,1542.98,2346.62,675.09,1462.84,2282.63
948,705.93,1624.28,2369.70,741.91,1543.17,2346.64,674.99,1462.96,2282.69
949,705.75,1624.46,2369.75,741.63,1543.36,2346.66,674.89,1463.08,2282.76
950,705.58,1624.65,2369.79,741.34,1543.55,2346.68,674.80,1463.20,2282.83
951,705.40,1624.83,2369.84,741.05,1543.74,2346.70,674.70,1463.32,2282.89
952,705.23,1625.01,2369.89,740.77,1543.93,2346.72,674.60,1463.44,2282.96
953,705.06,1625.20,2369.94,740.48,1544.12,2346.74,674.51,1463.56,2283.03
954,704.89,1625.38,2370.00,740.20,1544.31,2346.76,674.41,1463.69,2283.10
955,704.72,1625.57,2370.05,739.91,1544.51,2346.78,674.32,1463.81,2283.16
956,704.56,1625.75,2370.10,739.63,1544.70,2346.80,674.23,1463.94,2283.23
957,704.39,1625.94,2370.15,739.34,1544.89,2346.82,674.13,1464.06,2283.30
958,704.23,1626.12,2370.21,739.06,1545.09,2346.84,674.04,1464.19,2283.37
959,704.06,1626.30,2370.26,738.77,1545.28,2346.86,673.94,1464.32,2283.44
960,703.90,1626.49,2370.32,738.49,1545.48,2346.88,673.85,1464.45,2283.51
961,703.74,1626.67,2370.37,738.21,1545.68,2346.90,673.76,1464.58,2283.58
962,703.58,1626.86,2370.43,737.92,1545.87,2346.93,673.67,1464.71,2283.65
963,703.42,1627.04,2370.49,737.64,1546.07,2346.95,673.58,1464.84,2283.72
964,703.26,1627.22,2370.55,737.36,1546.27,2346.97,673.49,1464.98,2283.80
965,703.11,1627.41,2370.61,737.08,1546.47,2346.99,673.39,1465.11,2283.87
966,702.95,1627.59,2370.67,736.80,1546.66,2347.02,673.30,1465.25,2283.94
967,702.80,1627.78,2370.73,736.51,1546.86,2347.04,673.21,1465.39,2284.01
968,702.64,1627.96,2370.79,736.23,1547.06,2347.07,673.12,1465.52,2284.09
969,702.49,1628.14,2370.85,735.95,1547.26,2347.09,673.04,1465.66,2284.16
970,702.34,1628.33,2370.92,735.67,1547.46,2347.11,672.95,1465.80,2284.24
971,702.19,1628.51,2370.98,735.39,1547.67,2347.14,672.86,1465.94,2284.31
972,702.04,1628.69,2371.05,735.12,1547.87,2347.16,672.77,1466.08,2284.38
973,701.90,1628.88,2371.11,734.84,1548.07,2347.19,672.68,1466.23,2284.46
974,701.75,1629.06,2371.18,734.56,1548.27,2347.21,672.59,1466.37,2284.54
975,701.60,1629.24,2371.25,734.28,1548.48,2347.24,672.51,1466.52,2284.61
976,701.46,1629.43,2371.32,734.00,1548.68,2347.27,672.42,1466.66,2284.69
977,701.32,1629.61,2371.39,733.73,1548.89,2347.29,672.34,1466.81,2284.77
978,701.17,1629.79,2371.46,733.45,1549.09,2347.32,672.25,1466.96,2284.84
979,701.03,1629.98,2371.53,733.18,1549.30,2347.35,672.16,1467.10,2284.92
980,700.89,1630.16,2371.60,732.90,1549.50,2347.37,672.08,1467.25,2285.00
981,700.75,1630.34,2371.68,732.63,1549.71,2347.40,671.99,1467.41,2285.08
982,700.61,1630.53,2371.75,732.35,1549.92,2347.43,671.91,1467.56,2285.16
983,700.48,1630.71,2371.83,732.08,1550.13,2347.46,671.83,1467.71,2285.23
984,700.34,1630.89,2371.91,731.81,1550.33,2347.49,671.74,1467.87,2285.31
985,700.21,1631.07,2371.98,731.53,1550.54,2347.52,671.66,1468.02,2285.39
986,700.07,1631.26,2372.06,731.26,1550.75,2347.55,671.58,1468.18,2285.47
987,699.94,1631.44,2372.14,730.99,1550.96,2347.57,671.49,1468.33,2285.56
988,699.81,1631.62,2372.23,730.72,1551.17,2347.60,671.41,1468.49,2285.64
989,699.67,1631.80,2372.31,730.45,1551.38,2347.63,671.33,1468.65,2285.72
990,699.54,1631.98,2372.39,730.18,1551.59,2347.67,671.25,1468.81,2285.80
991,699.42,1632.17,2372.47,729.91,1551.81,2347.70,671.17,1468.98,2285.88
992,699.29,1632.35,2372.56,729.64,1552.02,2347.73,671.09,1469.14,2285.97
993,699.16,1632.53,2372.65,729.37,1552.23,2347.76,671.01,1469.30,2286.05
994,699.03,1632.71,2372.73,729.10,1552.44,2347.79,670.93,1469.47,2286.13
995,698.91,1632.89,2372.82,728.83,1552.66,2347.82,670.85,1469.63,2286.22
996,698.78,1633.07,2372.91,728.57,1552.87,2347.86,670.77,1469.80,2286.30
997,698.66,1633.25,2373.00,728.30,1553.09,2347.89,670.69,1469.97,2286.39
998,698.54,1633.44,2373.10,728.03,1553.30,2347.92,670.61,1470.14,2286.47
999,698.42,1633.62,2373.19,727.77,1553.52,2347.96,670.53,1470.31,2286.56
1000,698.30,1633.80,2373.28,727.51,1553.74,2347.99,670.45,1470.48,2286.64
1001,698.18,1633.98,2373.38,727.24,1553.95,2348.02,670.38,1470.65,2286.73
1002,698.06,1634.16,2373.48,726.98,1554.17,2348.06,670.30,1470.83,2286.82
1003,697.94,1634.34,2373.57,726.71,1554.39,2348.09,670.22,1471.00,2286.90
1004,697.82,1634.52,2373.67,726.45,1554.61,2348.13,670.14,1471.18,2286.99
1005,697.71,1634.70,2373.77,726.19,1554.83,2348.16,670.07,1471.36,2287.08
1006,697.59,1634.88,2373.87,725.93,1555.04,2348.20,669.99,1471.53,2287.17
1007,697.48,1635.06,2373.98,725.67,1555.26,2348.24,669.92,1471.71,2287.26
1008,697.36,1635.24,2374.08,725.41,1555.48,2348.27,669.84,1471.89,2287.35
1009,697.25,1635.42,2374.18,725.15,1555.71,2348.31,669.77,1472.08,2287.44
1010,697.14,1635.60,2374.29,724.89,1555.93,2348.35,669.69,1472.26,2287.53
1011,697.03,1635.78,2374.40,724.63,1556.15,2348.38,669.62,1472.44,2287.62
1012,696.92,1635.96,2374.50,724.38,1556.37,2348.42,669.54,1472.63,2287.71
1013,696.81,1636.13,2374.61,724.12,1556.59,2348.46,669.47,1472.81,2287.80
1014,696.70,1636.31,2374.72,723.86,1556.82,2348.50,669.40,1473.00,2287.89
1015,696.59,1636.49,2374.84,723.61,1557.04,2348.54,669.33,1473.19,2287.99
1016,696.49,1636.67,2374.95,723.35,1557.26,2348.58,669.25,1473.38,2288.08
1017,696.38,1636.85,2375.06,723.10,1557.49,2348.62,669.18,1473.57,2288.17
1018,696.27,1637.02,2375.18,722.85,1557.71,2348.66,669.11,1473.76,2288.27
1019,696.17,1637.20,2375.30,722.59,1557.94,2348.70,669.04,1473.95,2288.36
1020,696.07,1637.38,2375.41,722.34,1558.17,2348.74,668.97,1474.15,2288.45
1021,695.96,1637.56,2375.53,722.09,1558.39,2348.78,668.89,1474.34,2288.55
1022,695.86,1637.73,2375.65,721.84,1558.62,2348.82,668.82,1474.54,2288.65
1023,695.76,1637.91,2375.77,721.59,1558.85,2348.86,668.75,1474.74,2288.74
1024,695.66,1638.09,2375.90,721.34,1559.07,2348.90,668.68,1474.94,2288.84
1025,695.56,1638.26,2376.02,721.09,1559.30,2348.94,668.61,1475.14,2288.94
1026,695.46,1638.44,2376.14,720.84,1559.53,2348.99,668.55,1475.34,2289.03
1027,695.36,1638.62,2376.27,720.59,1559.76,2349.03,668.48,1475.54,2289.13
1028,695.26,1638.79,2376.40,720.35,1559.99,2349.07,668.41,1475.74,2289.23
