Index,F1_25,F2_25,F3_25,F1_50,F2_50,F3_50,F1_75,F2_75,F3_75
1339,682.75,1672.98,2404.97,679.50,1633.60,2383.12,655.98,1573.11,2356.32
1340,682.69,1673.03,2405.05,679.47,1633.79,2383.33,655.96,1573.41,2356.66
1341,682.63,1673.08,2405.13,679.45,1633.97,2383.54,655.94,1573.70,2356.99
1342,682.57,1673.13,2405.21,679.42,1634.16,2383.76,655.92,1574.00,2357.33
1343,682.51,1673.18,2405.30,679.40,1634.34,2383.97,655.90,1574.30,2357.66
1344,682.44,1673.23,2405.39,679.38,1634.53,2384.18,655.89,1574.59,2358.00
1345,682.38,1673.28,2405.48,679.35,1634.71,2384.39,655.87,1574.88,2358.33
1346,682.31,1673.33,2405.57,679.33,1634.90,2384.61,655.85,1575.18,2358.67
1347,682.25,1673.38,2405.66,679.31,1635.08,2384.82,655.83,1575.47,2359.01
1348,682.18,1673.42,2405.76,679.29,1635.26,2385.04,655.82,1575.76,2359.34
1349,682.12,1673.47,2405.86,679.27,1635.44,2385.25,655.80,1576.05,2359.68
1350,682.05,1673.52,2405.96,679.24,1635.63,2385.47,655.78,1576.34,2360.01
1351,681.98,1673.57,2406.06,679.22,1635.81,2385.69,655.77,1576.62,2360.35
1352,681.91,1673.62,2406.16,679.20,1635.99,2385.90,655.75,1576.91,2360.68
1353,681.84,1673.67,2406.26,679.18,1636.17,2386.12,655.74,1577.19,2361.02
1354,681.77,1673.71,2406.37,679.16,1636.35,2386.34,655.72,1577.48,2361.36
1355,681.70,1673.76,2406.47,679.14,1636.52,2386.56,655.70,1577.76,2361.69
1356,681.63,1673.81,2406.58,679.12,1636.70,2386.78,655.69,1578.04,2362.03
1357,681.56,1673.86,2406.69,679.10,1636.88,2387.00,655.67,1578.32,2362.36
1358,681.48,1673.90,2406.80,679.08,1637.06,2387.22,655.66,1578.60,2362.70
1359,681.41,1673.95,2406.90,679.07,1637.23,2387.44,655.64,1578.88,2363.03
1360,681.34,1674.00,2407.01,679.05,1637.41,2387.67,655.63,1579.15,2363.37
1361,681.26,1674.05,2407.12,679.03,1637.58,2387.89,655.61,1579.43,2363.70
1362,681.19,1674.09,2407.24,679.01,1637.76,2388.11,655.60,1579.70,2364.04
1363,681.11,1674.14,2407.35,678.99,1637.93,2388.34,655.59,1579.98,2364.37
1364,681.04,1674.18,2407.46,678.97,1638.11,2388.56,655.57,1580.25,2364.71
1365,680.96,1674.23,2407.57,678.95,1638.28,2388.78,655.56,1580.52,2365.04
1366,680.89,1674.28,2407.68,678.93,1638.45,2389.01,655.54,1580.79,2365.37
1367,680.81,1674.32,2407.78,678.91,1638.62,2389.23,655.53,1581.06,2365.71
1368,680.74,1674.37,2407.89,678.89,1638.79,2389.46,655.52,1581.32,2366.04
1369,680.66,1674.41,2408.00,678.88,1638.96,2389.68,655.50,1581.59,2366.37
1370,680.59,1674.46,2408.10,678.86,1639.13,2389.91,655.49,1581.85,2366.71
1371,680.51,1674.50,2408.21,678.84,1639.30,2390.13,655.48,1582.11,2367.04
1372,680.43,1674.55,2408.31,678.82,1639.47,2390.36,655.46,1582.37,2367.37
1373,680.36,1674.59,2408.41,678.80,1639.64,2390.59,655.45,1582.63,2367.70
1374,680.28,1674.63,2408.51,678.78,1639.81,2390.81,655.44,1582.89,2368.03
1375,680.21,1674.68,2408.60,678.76,1639.97,2391.04,655.42,1583.15,2368.37
1376,680.14,1674.72,2408.69,678.74,1640.14,2391.26,655.41,1583.41,2368.70
1377,680.06,1674.76,2408.78,678.72,1640.30,2391.49,655.40,1583.66,2369.03
1378,679.99,1674.80,2408.87,678.69,1640.47,2391.72,655.39,1583.91,2369.36
1379,679.92,1674.85,2408.95,678.67,1640.63,2391.94,655.37,1584.16,2369.69
1380,679.84,1674.89,2409.03,678.65,1640.80,2392.17,655.36,1584.41,2370.01
1381,679.77,1674.93,2409.10,678.63,1640.96,2392.40,655.35,1584.66,2370.34
1382,679.70,1674.97,2409.17,678.60,1641.12,2392.62,655.33,1584.91,2370.67
1383,679.63,1675.01,2409.23,678.58,1641.28,2392.85,655.32,1585.15,2371.00
1384,679.57,1675.05,2409.29,678.56,1641.44,2393.08,655.31,1585.40,2371.33
1385,679.50,1675.09,2409.34,678.53,1641.60,2393.30,655.30,1585.64,2371.65
1386,679.43,1675.13,2409.38,678.51,1641.76,2393.53,655.28,1585.88,2371.98
1387,679.37,1675.17,2409.42,678.48,1641.92,2393.75,655.27,1586.12,2372.31
1388,679.31,1675.21,2409.45,678.45,1642.08,2393.98,655.26,1586.36,2372.63
1389,679.25,1675.25,2409.47,678.42,1642.23,2394.20,655.24,1586.59,2372.96
1390,679.19,1675.29,2409.49,678.39,1642.39,2394.43,655.23,1586.83,2373.28
1391,679.13,1675.32,2409.49,678.36,1642.54,2394.65,655.22,1587.06,2373.60
1392,679.07,1675.36,2409.49,678.33,1642.70,2394.87,655.21,1587.29,2373.93
1393,679.02,1675.40,2409.48,678.30,1642.85,2395.09,655.19,1587.52,2374.25
1394,678.97,1675.43,2409.46,678.27,1643.00,2395.32,655.18,1587.75,2374.57
1395,678.92,1675.47,2409.42,678.24,1643.16,2395.54,655.16,1587.97,2374.89
1396,678.88,1675.50,2409.38,678.20,1643.31,2395.76,655.15,1588.20,2375.21
1397,678.83,1675.53,2409.32,678.16,1643.46,2395.98,655.14,1588.42,2375.53
1398,678.79,1675.57,2409.26,678.13,1643.61,2396.20,655.12,1588.64,2375.85
1399,678.75,1675.60,2409.17,678.09,1643.76,2396.42,655.11,1588.86,2376.17
1400,678.72,1675.63,2409.08,678.05,1643.90,2396.63,655.09,1589.07,2376.49
1401,678.69,1675.66,2408.97,678.00,1644.05,2396.85,655.08,1589.29,2376.81
