Index,M1,M2,M3,M4,skew,kurt
1104,3184.59,898754.24,1964782171.01,7697552531417.80,2.36,6.80
1105,3181.77,896768.03,1961062482.87,7681918702450.45,2.37,6.84
1106,3178.95,894779.23,1957356970.40,7666300934728.04,2.37,6.88
1107,3176.14,892786.81,1953664465.03,7650701036318.79,2.38,6.92
1108,3173.34,890789.74,1949983742.55,7635120825378.15,2.38,6.96
1109,3170.54,888786.96,1946313522.22,7619562130122.14,2.39,7.00
1110,3167.76,886777.38,1942652466.02,7604026788808.14,2.39,7.04
1111,3164.97,884759.91,1938999177.70,7588516649691.15,2.40,7.08
1112,3162.20,882733.41,1935352202.08,7573033571009.90,2.40,7.12
1113,3159.43,880696.75,1931710024.03,7557579420943.76,2.41,7.16
1114,3156.67,878648.75,1928071067.75,7542156077591.42,2.41,7.20
1115,3153.92,876588.22,1924433695.85,7526765428935.52,2.42,7.24
1116,3151.18,874513.94,1920796208.49,7511409372816.40,2.42,7.28
1117,3148.45,872424.68,1917156842.50,7496089816892.08,2.43,7.32
1118,3145.72,870319.18,1913513770.50,7480808678611.33,2.43,7.36
1119,3143.01,868196.15,1909865100.01,7465567885181.66,2.44,7.40
1120,3140.30,866054.29,1906208872.58,7450369373533.01,2.44,7.45
1121,3137.60,863892.27,1902543062.86,7435215090283.13,2.45,7.49
1122,3134.91,861708.72,1898865577.71,7420106991706.44,2.45,7.53
1123,3132.23,859502.27,1895174255.32,7405047043694.95,2.46,7.57
1124,3129.56,857271.52,1891466864.19,7390037221724.83,2.46,7.62
1125,3126.91,855015.04,1887741102.36,7375079510820.89,2.47,7.66
1126,3124.26,852731.38,1883994596.34,7360175905518.09,2.47,7.71
1127,3121.62,850419.05,1880224900.24,7345328409824.82,2.48,7.75
1128,3119.00,848076.55,1876429494.84,7330539037183.18,2.48,7.79
1129,3116.38,845702.36,1872605786.62,7315809810435.58,2.49,7.84
1130,3113.78,843294.92,1868751106.78,7301142761781.30,2.49,7.88
1131,3111.19,840852.65,1864862710.34,7286539932736.67,2.50,7.93
1132,3108.61,838373.95,1860937775.11,7272003374098.81,2.50,7.97
1133,3106.05,835857.18,1856973400.78,7257535145900.97,2.51,8.02
1134,3103.50,833300.67,1852966607.88,7243137317373.24,2.51,8.07
1135,3100.96,830702.76,1848914336.84,7228811966901.12,2.52,8.11
1136,3098.44,828061.72,1844813446.96,7214561181983.65,2.52,8.16
1137,3095.93,825375.81,1840660715.46,7200387059184.16,2.53,8.21
1138,3093.44,822643.27,1836452836.42,7186291704098.20,2.53,8.25
1139,3090.96,819862.30,1832186419.81,7172277231299.72,2.54,8.30
1140,3088.49,817031.07,1827857990.44,7158345764301.96,2.54,8.35
1141,3086.05,814147.75,1823463986.98,7144499435507.09,2.55,8.40
1142,3083.62,811210.43,1819000760.88,7130740386166.67,2.55,8.45
1143,3081.20,808217.23,1814464575.39,7117070766331.26,2.56,8.50
1144,3078.80,805166.20,1809851604.45,7103492734802.97,2.56,8.55
1145,3076.42,802055.38,1805157931.68,7090008459090.96,2.57,8.60
1146,3074.06,798882.76,1800379549.33,7076620115361.28,2.57,8.65
1147,3071.72,795646.34,1795512357.20,7063329888387.55,2.58,8.70
1148,3069.39,792344.04,1790552161.57,7050139971503.88,2.58,8.75
1149,3067.09,788973.79,1785494674.13,7037052566553.42,2.59,8.80
1150,3064.81,785533.48,1780335510.91,7024069883839.00,2.60,8.85
1151,3062.54,782020.95,1775070191.17,7011194142068.15,2.60,8.90
1152,3060.30,778434.04,1769694136.31,6998427568310.18,2.61,8.96
1153,3058.08,774770.53,1764202668.75,6985772397933.85,2.61,9.01
1154,3055.88,771028.19,1758591010.91,6973230874558.84,2.62,9.06
1155,3053.70,767204.75,1752854283.94,6960805250007.40,2.62,9.12
1156,3051.55,763297.92,1746987506.75,6948497784239.44,2.63,9.17
1157,3049.42,759305.34,1740985594.77,6936310745310.21,2.63,9.23
1158,3047.31,755224.67,1734843358.88,6924246409299.91,2.64,9.29
1159,3045.23,751053.50,1728555504.26,6912307060276.34,2.64,9.34
1160,3043.18,746789.41,1722116629.21,6900494990223.74,2.65,9.40
1161,3041.15,742429.93,1715521224.00,6888812498990.18,2.65,9.46
1162,3039.15,737972.57,1708763669.74,6877261894232.93,2.66,9.52
1163,3037.17,733414.80,1701838237.21,6865845491354.75,2.66,9.57
1164,3035.23,728754.05,1694739085.60,6854565613450.98,2.67,9.63
1165,3033.31,723987.74,1687460261.46,6843424591245.55,2.67,9.69
1166,3031.42,719113.22,1679995697.40,6832424763031.98,2.68,9.75
1167,3029.56,714127.83,1672339210.95,6821568474612.58,2.68,9.81
1168,3027.74,709028.88,1664484503.34,6810858079237.58,2.69,9.88
1169,3025.94,703813.64,1656425158.27,6800295937544.25,2.70,9.94
1170,3024.18,698479.32,1648154640.73,6789884417493.16,2.70,10.00
1171,3022.45,693023.12,1639666295.78,6779625894300.77,2.71,10.06
1172,3020.75,687442.22,1630953347.27,6769522750384.75,2.71,10.13
1173,3019.09,681733.72,1622008896.62,6759577375287.53,2.72,10.19
1174,3017.46,675894.72,1612825921.59,6749792165626.25,2.72,10.26
1175,3015.87,669922.26,1603397275.04,6740169525010.22,2.73,10.33
1176,3014.32,663813.37,1593715683.65,6730711863990.09,2.73,10.39
1177,3012.80,657565.01,1583773746.63,6721421599976.58,2.74,10.46
